Student_ID,Machine_learning,Data_mining,Cyber_security,Software_engineering,Research_methodology,Blockchain,Total_Score,Percentage,Class,Machine_learning_scaled,Data_mining_scaled,Cyber_security_scaled,Software_engineering_scaled,Research_methodology_scaled,Blockchain_scaled,Data_mining_decimal_scaled,Percentage_Bin
RP09516,50.0,56.0,55.0,58,52,55,326.0,54.33,Lower Class,0.5,0.56,0.55,0.58,0.52,0.55,0.056,Lower Class
RP17835,89.78686885748806,73.0,75.0,93,87,76,493.79,82.3,First Class,0.8978686885748806,0.73,0.75,0.93,0.87,0.76,0.073,First Class
RP08342,56.0,53.0,58.0,57,58,55,337.0,56.17,Lower Class,0.56,0.53,0.58,0.5700000000000001,0.58,0.55,0.053,Lower Class
RP12470,60.0,67.0,61.0,61,68,68,385.0,64.17,Second Class,0.6,0.67,0.61,0.61,0.68,0.68,0.067,Second Class
RP07317,41.0,43.0,41.0,47,47,41,260.0,43.33,Pass Class,0.41000000000000003,0.43,0.41000000000000003,0.47000000000000003,0.47000000000000003,0.41000000000000003,0.043,Pass Class
RP03602,5.0,2.0,16.0,22,21,23,89.0,14.83,Fail,0.05,0.02,0.16,0.22,0.21,0.23,0.002,Fail
RP07998,40.0,46.0,44.0,48,49,45,272.0,45.33,Pass Class,0.4,0.46,0.44,0.48,0.49,0.45,0.046,Pass Class
RP18300,91.0,0.0,77.0,95,92,78,433.0,72.17,First Class,0.91,0.0,0.77,0.9500000000000001,0.92,0.78,0.0,First Class
RP16387,90.48910870682994,70.0,90.0,93,93,74,510.49,85.08,First Class,0.9048910870682993,0.7000000000000001,0.9,0.93,0.93,0.74,0.07,First Class
RP08269,50.35966977822882,50.0,57.0,59,50,55,321.36,53.56,Lower Class,0.5035966977822882,0.5,0.5700000000000001,0.59,0.5,0.55,0.05,Lower Class
RP12286,68.0,65.0,67.0,66,60,67,393.0,65.5,Second Class,0.68,0.65,0.67,0.66,0.6,0.67,0.065,Second Class
RP02924,24.0,3.0,38.0,4,10,38,117.0,19.5,Fail,0.24,0.03,0.38,0.04,0.1,0.38,0.003,Fail
RP14298,61.0,69.0,63.0,62,69,68,392.0,65.33,Second Class,0.61,0.6900000000000001,0.63,0.62,0.6900000000000001,0.68,0.069,Second Class
RP01065,9.0,22.0,19.0,27,8,25,110.0,18.33,Fail,0.09,0.22,0.19,0.27,0.08,0.25,0.022,Fail
RP16436,75.0,94.0,100.0,76,93,82,520.0,86.67,First Class,0.75,0.9400000000000001,1.0,0.76,0.93,0.8200000000000001,0.094,First Class
RP13316,68.0,61.0,62.0,67,69,67,394.0,65.67,Second Class,0.68,0.61,0.62,0.67,0.6900000000000001,0.67,0.061,Second Class
RP08523,50.0,50.0,54.0,52,58,52,316.0,52.67,Lower Class,0.5,0.5,0.54,0.52,0.58,0.52,0.05,Lower Class
RP01772,11.0,25.0,27.0,13,5,15,96.0,16.0,Fail,0.11,0.25,0.27,0.13,0.05,0.15,0.025,Fail
RP00333,11.0,25.0,30.0,0,22,39,127.0,21.17,Fail,0.11,0.25,0.3,0.0,0.22,0.39,0.025,Fail
RP03990,36.0,11.0,34.0,20,7,13,121.0,20.17,Fail,0.36,0.11,0.34,0.2,0.07,0.13,0.011,Fail
RP09116,50.0,58.0,58.0,59,55,54,334.0,55.67,Lower Class,0.5,0.58,0.58,0.59,0.55,0.54,0.058,Lower Class
RP13926,61.0,67.0,63.0,67,60,66,384.0,64.0,Second Class,0.61,0.67,0.63,0.67,0.6,0.66,0.067,Second Class
RP03866,36.0,10.0,37.0,15,13,19,130.0,21.67,Fail,0.36,0.1,0.37,0.15,0.13,0.19,0.01,Fail
RP08688,58.0,53.0,54.0,55,57,53,330.0,55.0,Lower Class,0.58,0.53,0.54,0.55,0.5700000000000001,0.53,0.053,Lower Class
RP05590,47.0,46.0,49.0,44,45,41,272.0,45.33,Pass Class,0.47000000000000003,0.46,0.49,0.44,0.45,0.41000000000000003,0.046,Pass Class
RP19658,86.0,90.0,94.0,97,95,76,538.0,89.67,First Class,0.86,0.9,0.9400000000000001,0.97,0.9500000000000001,0.76,0.09,First Class
RP05632,46.0,42.0,45.0,40,41,47,261.0,43.5,Pass Class,0.46,0.42,0.45,0.4,0.41000000000000003,0.47000000000000003,0.042,Pass Class
RP19821,96.0,86.0,83.0,94,97,80,536.0,89.33,First Class,0.96,0.86,0.8300000000000001,0.9400000000000001,0.97,0.8,0.086,First Class
RP14778,65.0,63.0,61.0,69,65,66,389.0,64.83,Second Class,0.65,0.63,0.61,0.6900000000000001,0.65,0.66,0.063,Second Class
RP07835,40.0,40.0,47.0,43,46,49,265.0,44.17,Pass Class,0.4,0.4,0.47000000000000003,0.43,0.46,0.49,0.04,Pass Class
RP15277,69.0,68.0,67.0,67,69,66,406.0,67.67,Second Class,0.6900000000000001,0.68,0.67,0.67,0.6900000000000001,0.66,0.068,Second Class
RP02300,23.0,0.0,34.0,24,20,37,138.0,23.0,Fail,0.23,0.0,0.34,0.24,0.2,0.37,0.0,Fail
RP04468,41.0,44.0,41.0,43,41,46,256.0,42.67,Pass Class,0.41000000000000003,0.44,0.41000000000000003,0.43,0.41000000000000003,0.46,0.044,Pass Class
RP08256,54.0,51.0,51.0,53,52,59,320.0,53.33,Lower Class,0.54,0.51,0.51,0.53,0.52,0.59,0.051,Lower Class
RP11844,53.0,57.0,54.0,59,56,55,334.0,55.67,Lower Class,0.53,0.5700000000000001,0.54,0.59,0.56,0.55,0.057,Lower Class
RP04247,44.0,43.0,47.0,47,48,48,277.0,46.17,Pass Class,0.44,0.43,0.47000000000000003,0.47000000000000003,0.48,0.48,0.043,Pass Class
RP14486,68.0,66.0,61.0,62,68,67,392.0,65.33,Second Class,0.68,0.66,0.61,0.62,0.68,0.67,0.066,Second Class
RP08355,56.0,50.0,52.0,51,58,57,324.0,54.0,Lower Class,0.56,0.5,0.52,0.51,0.58,0.5700000000000001,0.05,Lower Class
RP13204,54.0,60.0,63.0,69,60,62,368.0,61.33,Second Class,0.54,0.6,0.63,0.6900000000000001,0.6,0.62,0.06,Second Class
RP10756,50.0,52.0,51.0,55,59,50,317.0,52.83,Lower Class,0.5,0.52,0.51,0.55,0.59,0.5,0.052,Lower Class
RP01684,25.11428345757737,39.0,32.0,9,35,16,156.11,26.02,Fail,0.2511428345757737,0.39,0.32,0.09,0.35000000000000003,0.16,0.039,Fail
RP15690,63.85643518035217,65.0,65.0,62,62,65,382.86,63.81,Second Class,0.6385643518035218,0.65,0.65,0.62,0.62,0.65,0.065,Second Class
RP19761,78.0,76.0,99.0,76,95,78,502.0,83.67,First Class,0.78,0.76,0.99,0.76,0.9500000000000001,0.78,0.076,First Class
RP17789,100.0,86.0,70.0,99,95,81,531.0,88.5,First Class,1.0,0.86,0.7000000000000001,0.99,0.9500000000000001,0.81,0.086,First Class
RP15611,60.0,60.0,60.0,68,64,64,376.0,62.67,Second Class,0.6,0.6,0.6,0.68,0.64,0.64,0.06,Second Class
RP12201,64.0,62.0,62.0,64,63,65,380.0,63.33,Second Class,0.64,0.62,0.62,0.64,0.63,0.65,0.062,Second Class
RP00579,20.0,34.0,8.0,29,29,35,155.0,25.83,Fail,0.2,0.34,0.08,0.29,0.29,0.35000000000000003,0.034,Fail
RP09657,54.0,58.0,51.0,53,59,57,332.0,55.33,Lower Class,0.54,0.58,0.51,0.53,0.59,0.5700000000000001,0.058,Lower Class
RP00335,31.0,5.0,17.0,6,31,25,115.0,19.17,Fail,0.31,0.05,0.17,0.06,0.31,0.25,0.005,Fail
RP14711,68.0,60.0,68.0,67,69,64,396.0,66.0,Second Class,0.68,0.6,0.68,0.67,0.6900000000000001,0.64,0.06,Second Class
RP17520,90.0,86.0,54.0,96,98,92,516.0,86.0,First Class,0.9,0.86,0.54,0.96,0.98,0.92,0.086,First Class
RP09749,53.0,58.0,0.0,51,54,57,273.0,45.5,Pass Class,0.53,0.58,0.0,0.51,0.54,0.5700000000000001,0.058,Pass Class
RP04586,41.0,48.0,48.0,49,43,44,273.0,45.5,Pass Class,0.41000000000000003,0.48,0.48,0.49,0.43,0.44,0.048,Pass Class
RP16704,71.0,97.0,81.0,77,73,72,471.0,78.5,First Class,0.71,0.97,0.81,0.77,0.73,0.72,0.097,First Class
RP14658,67.0,60.0,62.0,64,64,61,378.0,63.0,Second Class,0.67,0.6,0.62,0.64,0.64,0.61,0.06,Second Class
RP10657,50.0,57.0,55.0,50,55,57,324.0,54.0,Lower Class,0.5,0.5700000000000001,0.55,0.5,0.55,0.5700000000000001,0.057,Lower Class
RP09110,56.0,56.0,54.0,56,58,55,335.0,55.83,Lower Class,0.56,0.56,0.54,0.56,0.58,0.55,0.056,Lower Class
RP00677,33.0,21.0,8.0,23,5,0,90.0,15.0,Fail,0.33,0.21,0.08,0.23,0.05,0.0,0.021,Fail
RP14382,63.0,60.0,64.0,62,69,67,385.0,64.17,Second Class,0.63,0.6,0.64,0.62,0.6900000000000001,0.67,0.06,Second Class
RP12420,68.0,62.0,68.0,68,67,62,395.0,65.83,Second Class,0.68,0.62,0.68,0.68,0.67,0.62,0.062,Second Class
RP09863,55.0,55.0,58.0,52,59,55,334.0,55.67,Lower Class,0.55,0.55,0.58,0.52,0.59,0.55,0.055,Lower Class
RP00783,39.0,34.0,28.0,33,3,3,140.0,23.33,Fail,0.39,0.34,0.28,0.33,0.03,0.03,0.034,Fail
RP13257,67.0,66.0,66.0,64,65,62,390.0,65.0,Second Class,0.67,0.66,0.66,0.64,0.65,0.62,0.066,Second Class
RP06299,41.0,49.0,43.0,44,43,47,267.0,44.5,Pass Class,0.41000000000000003,0.49,0.43,0.44,0.43,0.47000000000000003,0.049,Pass Class
RP06063,45.0,43.0,40.0,45,40,45,258.0,43.0,Pass Class,0.45,0.43,0.4,0.45,0.4,0.45,0.043,Pass Class
RP01797,16.0,18.0,11.0,37,8,22,112.0,18.67,Fail,0.16,0.18,0.11,0.37,0.08,0.22,0.018,Fail
RP13557,66.0,63.0,64.0,68,62,64,387.0,64.5,Second Class,0.66,0.63,0.64,0.68,0.62,0.64,0.063,Second Class
RP05220,41.0,47.0,48.0,46,45,47,274.0,45.67,Pass Class,0.41000000000000003,0.47000000000000003,0.48,0.46,0.45,0.47000000000000003,0.047,Pass Class
RP09681,52.0,59.0,57.0,56,56,56,336.0,56.0,Lower Class,0.52,0.59,0.5700000000000001,0.56,0.56,0.56,0.059,Lower Class
RP11737,55.0,57.0,55.0,52,53,57,329.0,54.83,Lower Class,0.55,0.5700000000000001,0.55,0.52,0.53,0.5700000000000001,0.057,Lower Class
RP15698,69.0,68.0,60.0,60,67,67,391.0,65.17,Second Class,0.6900000000000001,0.68,0.6,0.6,0.67,0.67,0.068,Second Class
RP13682,67.0,66.0,62.0,61,62,60,378.0,63.0,Second Class,0.67,0.66,0.62,0.61,0.62,0.6,0.066,Second Class
RP15551,69.0,65.0,54.0,60,61,61,370.0,61.67,Second Class,0.6900000000000001,0.65,0.54,0.6,0.61,0.61,0.065,Second Class
RP17793,92.75366287424015,87.0,89.0,76,89,79,512.75,85.46,First Class,0.9275366287424015,0.87,0.89,0.76,0.89,0.79,0.087,First Class
RP03167,30.0,39.0,16.0,8,17,27,137.0,22.83,Fail,0.3,0.39,0.16,0.08,0.17,0.27,0.039,Fail
RP04062,54.0,46.0,45.0,46,49,43,283.0,47.17,Pass Class,0.54,0.46,0.45,0.46,0.49,0.43,0.046,Pass Class
RP09419,56.0,59.0,56.0,59,55,58,343.0,57.17,Lower Class,0.56,0.59,0.56,0.59,0.55,0.58,0.059,Lower Class
RP10005,55.0,58.0,50.0,51,54,55,323.0,53.83,Lower Class,0.55,0.58,0.5,0.51,0.54,0.55,0.058,Lower Class
RP07031,46.0,48.0,48.0,49,40,45,276.0,46.0,Pass Class,0.46,0.48,0.48,0.49,0.4,0.45,0.048,Pass Class
RP10185,54.0,59.0,55.0,54,55,58,335.0,55.83,Lower Class,0.54,0.59,0.55,0.54,0.55,0.58,0.059,Lower Class
RP02837,8.64009220666614,37.0,20.0,34,13,11,123.64,20.61,Fail,0.08640092206666139,0.37,0.2,0.34,0.13,0.11,0.037,Fail
RP19706,82.0,97.0,75.0,94,79,74,501.0,83.5,First Class,0.8200000000000001,0.97,0.75,0.9400000000000001,0.79,0.74,0.097,First Class
RP07307,41.0,42.0,40.0,49,48,42,262.0,43.67,Pass Class,0.41000000000000003,0.42,0.4,0.49,0.48,0.42,0.042,Pass Class
RP01956,23.0,13.0,14.0,33,18,28,129.0,21.5,Fail,0.23,0.13,0.14,0.33,0.18,0.28,0.013,Fail
RP13697,65.0,66.0,61.0,64,66,67,389.0,64.83,Second Class,0.65,0.66,0.61,0.64,0.66,0.67,0.066,Second Class
RP16521,92.0,71.0,93.0,95,74,100,525.0,87.5,First Class,0.92,0.71,0.93,0.9500000000000001,0.74,1.0,0.071,First Class
RP14373,65.0,63.0,54.0,65,63,63,373.0,62.17,Second Class,0.65,0.63,0.54,0.65,0.63,0.63,0.063,Second Class
RP13730,69.0,68.0,65.0,69,66,62,399.0,66.5,Second Class,0.6900000000000001,0.68,0.65,0.6900000000000001,0.66,0.62,0.068,Second Class
RP13174,68.58697358729027,67.0,62.0,64,63,65,389.59,64.93,Second Class,0.6858697358729028,0.67,0.62,0.64,0.63,0.65,0.067,Second Class
RP19099,92.0,88.0,92.0,71,71,90,504.0,84.0,First Class,0.92,0.88,0.92,0.71,0.71,0.9,0.088,First Class
RP09813,58.0,54.0,55.0,56,59,59,341.0,56.83,Lower Class,0.58,0.54,0.55,0.56,0.59,0.59,0.054,Lower Class
RP00534,39.0,10.0,36.0,36,30,5,156.0,26.0,Fail,0.39,0.1,0.36,0.36,0.3,0.05,0.01,Fail
RP13648,62.0,63.0,67.0,62,67,69,390.0,65.0,Second Class,0.62,0.63,0.67,0.62,0.67,0.6900000000000001,0.063,Second Class
RP00470,54.0,3.0,26.0,34,5,28,150.0,25.0,Fail,0.54,0.03,0.26,0.34,0.05,0.28,0.003,Fail
RP18937,93.0,88.0,77.0,92,71,79,500.0,83.33,First Class,0.93,0.88,0.77,0.92,0.71,0.79,0.088,First Class
RP09490,54.0,57.0,53.0,53,57,50,324.0,54.0,Lower Class,0.54,0.5700000000000001,0.53,0.53,0.5700000000000001,0.5,0.057,Lower Class
RP05917,45.0,45.0,43.0,44,42,44,263.0,43.83,Pass Class,0.45,0.45,0.43,0.44,0.42,0.44,0.045,Pass Class
RP03762,27.0,3.0,27.0,34,30,11,132.0,22.0,Fail,0.27,0.03,0.27,0.34,0.3,0.11,0.003,Fail
RP05479,44.0,41.0,41.0,47,40,44,257.0,42.83,Pass Class,0.44,0.41000000000000003,0.41000000000000003,0.47000000000000003,0.4,0.44,0.041,Pass Class
RP05806,40.0,44.0,54.0,41,42,47,268.0,44.67,Pass Class,0.4,0.44,0.54,0.41000000000000003,0.42,0.47000000000000003,0.044,Pass Class
RP10085,52.0,51.0,53.0,56,57,50,319.0,53.17,Lower Class,0.52,0.51,0.53,0.56,0.5700000000000001,0.5,0.051,Lower Class
RP13495,63.0,63.0,68.0,68,62,64,388.0,64.67,Second Class,0.63,0.63,0.68,0.68,0.62,0.64,0.063,Second Class
RP05515,48.0,43.0,44.0,48,43,49,275.0,45.83,Pass Class,0.48,0.43,0.44,0.48,0.43,0.49,0.043,Pass Class
RP01267,25.0,16.0,0.0,10,5,0,56.0,9.33,Fail,0.25,0.16,0.0,0.1,0.05,0.0,0.016,Fail
RP05865,40.0,41.0,45.0,45,47,49,267.0,44.5,Pass Class,0.4,0.41000000000000003,0.45,0.45,0.47000000000000003,0.49,0.041,Pass Class
RP15866,65.0,66.0,62.0,65,67,65,390.0,65.0,Second Class,0.65,0.66,0.62,0.65,0.67,0.65,0.066,Second Class
RP12893,65.0,62.0,65.0,65,60,60,377.0,62.83,Second Class,0.65,0.62,0.65,0.65,0.6,0.6,0.062,Second Class
RP05743,44.0,44.0,40.0,45,44,49,266.0,44.33,Pass Class,0.44,0.44,0.4,0.45,0.44,0.49,0.044,Pass Class
RP13654,65.0,63.0,67.0,61,60,68,384.0,64.0,Second Class,0.65,0.63,0.67,0.61,0.6,0.68,0.063,Second Class
RP03781,18.0,24.0,10.0,7,1,13,73.0,12.17,Fail,0.18,0.24,0.1,0.07,0.01,0.13,0.024,Fail
RP12575,0.0,64.0,67.0,63,67,66,327.0,54.5,Lower Class,0.0,0.64,0.67,0.63,0.67,0.66,0.064,Lower Class
RP15734,68.0,60.0,66.0,65,63,67,389.0,64.83,Second Class,0.68,0.6,0.66,0.65,0.63,0.67,0.06,Second Class
RP08986,51.0,56.0,57.0,57,52,55,328.0,54.67,Lower Class,0.51,0.56,0.5700000000000001,0.5700000000000001,0.52,0.55,0.056,Lower Class
RP14536,63.48186657523216,60.0,63.0,68,62,69,385.48,64.25,Second Class,0.6348186657523216,0.6,0.63,0.68,0.62,0.6900000000000001,0.06,Second Class
RP14108,63.0,62.0,68.0,69,64,65,391.0,65.17,Second Class,0.63,0.62,0.68,0.6900000000000001,0.64,0.65,0.062,Second Class
RP10207,52.0,59.0,57.0,51,57,50,326.0,54.33,Lower Class,0.52,0.59,0.5700000000000001,0.51,0.5700000000000001,0.5,0.059,Lower Class
RP19973,92.0,79.0,90.0,74,89,80,504.0,84.0,First Class,0.92,0.79,0.9,0.74,0.89,0.8,0.079,First Class
RP11812,53.0,53.0,53.0,55,58,56,328.0,54.67,Lower Class,0.53,0.53,0.53,0.55,0.58,0.56,0.053,Lower Class
RP01567,9.0,20.0,35.0,31,19,39,153.0,25.5,Fail,0.09,0.2,0.35000000000000003,0.31,0.19,0.39,0.02,Fail
RP11277,58.0,56.0,53.0,50,50,59,326.0,54.33,Lower Class,0.58,0.56,0.53,0.5,0.5,0.59,0.056,Lower Class
RP07753,42.0,43.0,43.0,48,44,48,268.0,44.67,Pass Class,0.42,0.43,0.43,0.48,0.44,0.48,0.043,Pass Class
RP05858,41.0,41.0,45.0,45,47,47,266.0,44.33,Pass Class,0.41000000000000003,0.41000000000000003,0.45,0.45,0.47000000000000003,0.47000000000000003,0.041,Pass Class
RP04515,44.0,41.0,41.0,42,46,40,254.0,42.33,Pass Class,0.44,0.41000000000000003,0.41000000000000003,0.42,0.46,0.4,0.041,Pass Class
RP07656,45.0,45.0,45.0,45,43,44,267.0,44.5,Pass Class,0.45,0.45,0.45,0.45,0.43,0.44,0.045,Pass Class
RP12026,60.0,67.0,66.0,68,62,67,390.0,65.0,Second Class,0.6,0.67,0.66,0.68,0.62,0.67,0.067,Second Class
RP05909,41.0,42.0,45.0,46,43,42,259.0,43.17,Pass Class,0.41000000000000003,0.42,0.45,0.46,0.43,0.42,0.042,Pass Class
RP19145,81.0,97.0,81.0,85,91,82,517.0,86.17,First Class,0.81,0.97,0.81,0.85,0.91,0.8200000000000001,0.097,First Class
RP01545,24.0,13.0,21.0,10,28,25,121.0,20.17,Fail,0.24,0.13,0.21,0.1,0.28,0.25,0.013,Fail
RP11417,52.0,53.0,56.0,53,56,53,323.0,53.83,Lower Class,0.52,0.53,0.56,0.53,0.56,0.53,0.053,Lower Class
RP08846,53.0,50.0,50.0,59,59,56,327.0,54.5,Lower Class,0.53,0.5,0.5,0.59,0.59,0.56,0.05,Lower Class
RP02605,27.0,28.0,24.0,10,32,22,143.0,23.83,Fail,0.27,0.28,0.24,0.1,0.32,0.22,0.028,Fail
RP09151,58.87785054047167,57.0,56.0,56,56,54,337.88,56.31,Lower Class,0.5887785054047167,0.5700000000000001,0.56,0.56,0.56,0.54,0.057,Lower Class
RP15641,65.0,63.0,60.0,62,60,64,374.0,62.33,Second Class,0.65,0.63,0.6,0.62,0.6,0.64,0.063,Second Class
RP14657,64.0,61.0,65.0,66,65,69,390.0,65.0,Second Class,0.64,0.61,0.65,0.66,0.65,0.6900000000000001,0.061,Second Class
RP05765,45.0,49.0,40.0,42,47,40,263.0,43.83,Pass Class,0.45,0.49,0.4,0.42,0.47000000000000003,0.4,0.049,Pass Class
RP01282,2.0,24.0,1.0,38,35,20,120.0,20.0,Fail,0.02,0.24,0.01,0.38,0.35000000000000003,0.2,0.024,Fail
RP16005,87.0,100.0,96.0,78,81,94,536.0,89.33,First Class,0.87,1.0,0.96,0.78,0.81,0.9400000000000001,0.1,First Class
RP07776,47.0,43.0,46.0,49,41,41,267.0,44.5,Pass Class,0.47000000000000003,0.43,0.46,0.49,0.41000000000000003,0.41000000000000003,0.043,Pass Class
RP08890,50.0,57.0,51.0,51,51,53,313.0,52.17,Lower Class,0.5,0.5700000000000001,0.51,0.51,0.51,0.53,0.057,Lower Class
RP02472,6.0,23.0,24.0,26,14,33,126.0,21.0,Fail,0.06,0.23,0.24,0.26,0.14,0.33,0.023,Fail
RP19305,94.0,97.0,92.0,75,96,76,530.0,88.33,First Class,0.9400000000000001,0.97,0.92,0.75,0.96,0.76,0.097,First Class
RP13815,61.0,67.0,64.0,67,67,69,395.0,65.83,Second Class,0.61,0.67,0.64,0.67,0.67,0.6900000000000001,0.067,Second Class
RP18814,72.0,81.0,74.0,86,85,84,482.0,80.33,First Class,0.72,0.81,0.74,0.86,0.85,0.84,0.081,First Class
RP13228,64.0,62.0,62.0,67,63,66,384.0,64.0,Second Class,0.64,0.62,0.62,0.67,0.63,0.66,0.062,Second Class
RP17291,82.0,88.0,100.0,83,90,92,535.0,89.17,First Class,0.8200000000000001,0.88,1.0,0.8300000000000001,0.9,0.92,0.088,First Class
RP17043,86.0,93.0,96.0,89,88,96,548.0,91.33,First Class,0.86,0.93,0.96,0.89,0.88,0.96,0.093,First Class
RP06182,49.0,45.0,40.0,48,40,46,268.0,44.67,Pass Class,0.49,0.45,0.4,0.48,0.4,0.46,0.045,Pass Class
RP19726,92.0,73.0,89.0,86,100,89,529.0,88.17,First Class,0.92,0.73,0.89,0.86,1.0,0.89,0.073,First Class
RP11776,50.0,54.0,55.0,55,59,52,325.0,54.17,Lower Class,0.5,0.54,0.55,0.55,0.59,0.52,0.054,Lower Class
RP06330,48.0,43.0,48.0,0,48,41,228.0,38.0,Fail,0.48,0.43,0.48,0.0,0.48,0.41000000000000003,0.043,Fail
RP04127,43.0,47.0,45.0,42,40,47,264.0,44.0,Pass Class,0.43,0.47000000000000003,0.45,0.42,0.4,0.47000000000000003,0.047,Pass Class
RP14852,67.0,62.0,60.0,62,61,66,378.0,63.0,Second Class,0.67,0.62,0.6,0.62,0.61,0.66,0.062,Second Class
RP17191,72.0,70.0,90.0,83,91,73,479.0,79.83,First Class,0.72,0.7000000000000001,0.9,0.8300000000000001,0.91,0.73,0.07,First Class
RP03600,7.0,12.0,10.0,37,15,34,115.0,19.17,Fail,0.07,0.12,0.1,0.37,0.15,0.34,0.012,Fail
RP05513,48.0,44.0,46.0,48,47,43,276.0,46.0,Pass Class,0.48,0.44,0.46,0.48,0.47000000000000003,0.43,0.044,Pass Class
RP14165,66.0,63.0,67.0,65,65,65,391.0,65.17,Second Class,0.66,0.63,0.67,0.65,0.65,0.65,0.063,Second Class
RP09692,57.0,50.0,54.0,58,55,55,329.0,54.83,Lower Class,0.5700000000000001,0.5,0.54,0.58,0.55,0.55,0.05,Lower Class
RP04295,43.0,43.0,44.0,48,46,49,273.0,45.5,Pass Class,0.43,0.43,0.44,0.48,0.46,0.49,0.043,Pass Class
RP14222,68.0,67.0,63.0,68,62,64,392.0,65.33,Second Class,0.68,0.67,0.63,0.68,0.62,0.64,0.067,Second Class
RP05944,42.0,44.0,46.0,46,40,41,259.0,43.17,Pass Class,0.42,0.44,0.46,0.46,0.4,0.41000000000000003,0.044,Pass Class
RP11122,49.9638382245662,50.0,54.0,53,52,53,311.96,51.99,Lower Class,0.49963838224566204,0.5,0.54,0.53,0.52,0.53,0.05,Lower Class
RP04094,48.0,46.0,48.0,40,48,49,279.0,46.5,Pass Class,0.48,0.46,0.48,0.4,0.48,0.49,0.046,Pass Class
RP18903,96.0,100.0,91.0,90,97,98,572.0,95.33,First Class,0.96,1.0,0.91,0.9,0.97,0.98,0.1,First Class
RP16417,98.0,87.0,95.0,94,80,71,525.0,87.5,First Class,0.98,0.87,0.9500000000000001,0.9400000000000001,0.8,0.71,0.087,First Class
RP09623,50.0,59.0,54.0,53,54,50,320.0,53.33,Lower Class,0.5,0.59,0.54,0.53,0.54,0.5,0.059,Lower Class
RP19238,77.0,92.0,98.0,80,91,70,508.0,84.67,First Class,0.77,0.92,0.98,0.8,0.91,0.7000000000000001,0.092,First Class
RP03403,1.0,20.0,16.0,8,39,10,94.0,15.67,Fail,0.01,0.2,0.16,0.08,0.39,0.1,0.02,Fail
RP19248,83.0,100.0,86.0,83,89,84,525.0,87.5,First Class,0.8300000000000001,1.0,0.86,0.8300000000000001,0.89,0.84,0.1,First Class
RP07795,45.0,43.0,46.0,40,44,49,267.0,44.5,Pass Class,0.45,0.43,0.46,0.4,0.44,0.49,0.043,Pass Class
RP18835,70.0,94.0,82.0,83,78,70,477.0,79.5,First Class,0.7000000000000001,0.9400000000000001,0.8200000000000001,0.8300000000000001,0.78,0.7000000000000001,0.094,First Class
RP13022,67.0,60.0,68.0,67,69,60,391.0,65.17,Second Class,0.67,0.6,0.68,0.67,0.6900000000000001,0.6,0.06,Second Class
RP07915,43.0,44.0,48.0,41,41,45,262.0,43.67,Pass Class,0.43,0.44,0.48,0.41000000000000003,0.41000000000000003,0.45,0.044,Pass Class
RP10229,54.0,53.0,56.0,52,58,51,324.0,54.0,Lower Class,0.54,0.53,0.56,0.52,0.58,0.51,0.053,Lower Class
RP08394,53.0,54.0,50.0,54,53,52,316.0,52.67,Lower Class,0.53,0.54,0.5,0.54,0.53,0.52,0.054,Lower Class
RP06400,49.0,46.0,41.0,47,48,43,274.0,45.67,Pass Class,0.49,0.46,0.41000000000000003,0.47000000000000003,0.48,0.43,0.046,Pass Class
RP16857,79.0,89.0,84.0,70,73,73,468.0,78.0,First Class,0.79,0.89,0.84,0.7000000000000001,0.73,0.73,0.089,First Class
RP17611,78.0,82.0,79.0,95,76,97,507.0,84.5,First Class,0.78,0.8200000000000001,0.79,0.9500000000000001,0.76,0.97,0.082,First Class
RP13127,66.0,66.0,67.0,61,68,67,395.0,65.83,Second Class,0.66,0.66,0.67,0.61,0.68,0.67,0.066,Second Class
RP05755,42.0,41.0,41.0,45,44,47,260.0,43.33,Pass Class,0.42,0.41000000000000003,0.41000000000000003,0.45,0.44,0.47000000000000003,0.041,Pass Class
RP15861,61.0,61.0,62.0,69,62,68,383.0,63.83,Second Class,0.61,0.61,0.62,0.6900000000000001,0.62,0.68,0.061,Second Class
RP03987,7.0,30.0,17.0,8,1,19,82.0,13.67,Fail,0.07,0.3,0.17,0.08,0.01,0.19,0.03,Fail
RP07640,42.0,41.0,49.0,40,48,41,261.0,43.5,Pass Class,0.42,0.41000000000000003,0.49,0.4,0.48,0.41000000000000003,0.041,Pass Class
RP17735,89.0,76.0,72.0,72,89,100,498.0,83.0,First Class,0.89,0.76,0.72,0.72,0.89,1.0,0.076,First Class
RP11894,53.0,53.0,54.0,51,52,52,315.0,52.5,Lower Class,0.53,0.53,0.54,0.51,0.52,0.52,0.053,Lower Class
RP03825,32.0,1.0,0.0,3,10,2,48.0,8.0,Fail,0.32,0.01,0.0,0.03,0.1,0.02,0.001,Fail
RP18902,71.0,95.0,84.0,72,74,96,492.0,82.0,First Class,0.71,0.9500000000000001,0.84,0.72,0.74,0.96,0.095,First Class
RP07871,44.0,49.0,49.0,42,41,48,273.0,45.5,Pass Class,0.44,0.49,0.49,0.42,0.41000000000000003,0.48,0.049,Pass Class
RP18269,86.0,87.0,78.0,95,88,84,518.0,86.33,First Class,0.86,0.87,0.78,0.9500000000000001,0.88,0.84,0.087,First Class
RP19108,74.0,70.0,84.0,93,96,80,497.0,82.83,First Class,0.74,0.7000000000000001,0.84,0.93,0.96,0.8,0.07,First Class
