Student_ID,Machine_learning,Data_mining,Cyber_security,Software_engineering,Research_methodology,Blockchain,Total_Score,Percentage,Class
RP17725,92,74,78,82,100,87,513,85.5,First Class
RP19122,90,97,83,97,72,98,537,89.5,First Class
RP05514,43,41,48,49,45,44,270,45.0,Pass Class
RP01490,14,26,39,39,35,9,162,27.0,Fail
RP11626,54,52,56,54,50,56,322,53.666666666666664,Lower Class
RP09438,51,57,58,52,56,57,331,55.166666666666664,Lower Class
RP19884,88,93,81,73,91,92,518,86.33333333333333,First Class
RP02468,14,10,6,12,29,20,91,15.166666666666668,Fail
RP09743,56,53,59,53,56,58,335,55.833333333333336,Lower Class
RP07054,42,42,41,42,43,43,253,42.16666666666667,Pass Class
RP02027,35,2,4,34,2,7,84,14.000000000000002,Fail
RP02813,11,16,15,31,16,37,126,21.0,Fail
RP10250,58,59,54,59,52,54,336,56.00000000000001,Lower Class
RP14993,60,60,67,66,64,67,384,64.0,Second Class
RP09017,51,59,56,53,50,55,324,54.0,Lower Class
RP12385,66,68,62,63,60,66,385,64.16666666666667,Second Class
RP08855,59,52,56,52,52,56,327,54.50000000000001,Lower Class
RP14649,66,67,66,65,67,68,399,66.5,Second Class
RP16527,85,83,70,74,80,77,469,78.16666666666666,First Class
RP11567,56,58,53,50,55,59,331,55.166666666666664,Lower Class
RP16207,76,84,89,71,82,100,502,83.66666666666667,First Class
RP17834,98,87,71,93,82,91,522,87.0,First Class
RP00380,7,16,8,2,14,26,73,12.166666666666668,Fail
RP16773,71,97,92,98,86,80,524,87.33333333333333,First Class
RP01528,26,31,37,33,29,39,195,32.5,Fail
RP07899,49,47,45,45,45,45,276,46.0,Pass Class
RP06562,42,42,49,44,49,40,266,44.333333333333336,Pass Class
RP02389,0,37,2,16,13,28,96,16.0,Fail
RP09882,52,55,54,56,54,59,330,55.00000000000001,Lower Class
RP06691,47,42,44,49,47,43,272,45.33333333333333,Pass Class
RP06921,45,41,44,48,41,42,261,43.5,Pass Class
RP19087,85,73,100,74,98,83,513,85.5,First Class
RP15577,68,64,60,69,69,61,391,65.16666666666666,Second Class
RP15468,63,61,62,68,66,63,383,63.83333333333333,Second Class
RP10885,50,53,57,56,50,53,319,53.166666666666664,Lower Class
RP17810,95,94,100,97,75,92,553,92.16666666666666,First Class
RP08057,54,52,59,55,54,53,327,54.50000000000001,Lower Class
RP15685,64,64,69,64,60,62,383,63.83333333333333,Second Class
RP12793,65,67,69,64,68,61,394,65.66666666666666,Second Class
RP09290,58,58,51,59,50,53,329,54.833333333333336,Lower Class
RP06594,49,41,43,48,44,47,272,45.33333333333333,Pass Class
RP04784,40,48,42,40,40,47,257,42.833333333333336,Pass Class
RP03426,12,5,6,29,5,18,75,12.5,Fail
RP00912,1,13,22,10,23,18,87,14.499999999999998,Fail
RP19507,93,90,82,81,75,71,492,82.0,First Class
RP16325,87,90,85,84,76,95,517,86.16666666666667,First Class
RP14845,62,66,64,69,65,67,393,65.5,Second Class
RP11659,54,55,51,57,59,54,330,55.00000000000001,Lower Class
RP15656,62,69,68,69,60,62,390,65.0,Second Class
RP04985,41,44,40,43,49,47,264,44.0,Pass Class
RP03770,39,35,22,0,7,9,112,18.666666666666668,Fail
RP06089,42,44,46,47,47,43,269,44.83333333333333,Pass Class
RP01982,15,32,35,1,18,10,111,18.5,Fail
RP06558,49,43,44,49,49,42,276,46.0,Pass Class
RP16405,71,74,83,70,89,76,463,77.16666666666666,First Class
RP05762,48,40,40,49,45,41,263,43.833333333333336,Pass Class
RP14723,69,63,64,63,65,66,390,65.0,Second Class
RP05835,40,41,49,45,46,43,264,44.0,Pass Class
RP07354,46,47,46,43,46,42,270,45.0,Pass Class
RP07783,44,41,44,49,43,40,261,43.5,Pass Class
RP03785,32,1,16,5,1,18,73,12.166666666666668,Fail
RP18627,70,92,90,84,81,81,498,83.0,First Class
RP14327,69,63,67,67,67,66,399,66.5,Second Class
RP01536,29,12,37,34,35,8,155,25.833333333333336,Fail
RP13982,60,68,69,60,67,65,389,64.83333333333333,Second Class
RP13594,60,66,67,67,67,66,393,65.5,Second Class
RP05422,41,40,45,49,49,42,266,44.333333333333336,Pass Class
RP10993,53,57,51,50,53,50,314,52.33333333333333,Lower Class
RP05528,42,48,43,40,41,48,262,43.666666666666664,Pass Class
RP05184,46,47,47,46,46,43,275,45.83333333333333,Pass Class
RP02606,21,12,0,22,13,26,94,15.666666666666668,Fail
RP08084,50,52,55,55,55,57,324,54.0,Lower Class
RP16410,71,71,81,92,75,99,489,81.5,First Class
RP07192,46,42,48,47,49,42,274,45.666666666666664,Pass Class
RP07538,41,40,47,44,48,48,268,44.666666666666664,Pass Class
RP04521,41,40,46,40,42,47,256,42.66666666666667,Pass Class
RP07900,43,47,42,46,45,43,266,44.333333333333336,Pass Class
RP09967,56,56,57,57,56,56,338,56.333333333333336,Lower Class
RP08138,51,53,59,57,55,56,331,55.166666666666664,Lower Class
RP19923,85,82,74,74,76,90,481,80.16666666666666,First Class
RP17057,96,74,70,100,89,88,517,86.16666666666667,First Class
RP12241,62,66,63,69,60,67,387,64.5,Second Class
RP04817,42,46,40,47,47,47,269,44.83333333333333,Pass Class
RP08482,52,53,55,55,55,56,326,54.333333333333336,Lower Class
RP15381,68,68,68,63,67,61,395,65.83333333333333,Second Class
RP03060,1,19,23,30,13,1,87,14.499999999999998,Fail
RP14960,67,60,67,60,61,69,384,64.0,Second Class
RP02449,14,12,29,21,0,13,89,14.833333333333334,Fail
RP15923,69,60,64,61,68,66,388,64.66666666666666,Second Class
RP15265,66,68,68,68,62,66,398,66.33333333333333,Second Class
RP00004,33,18,20,14,7,37,129,21.5,Fail
RP16276,84,99,91,74,82,72,502,83.66666666666667,First Class
RP12349,62,62,69,63,64,67,387,64.5,Second Class
RP11067,51,55,55,52,54,54,321,53.5,Lower Class
RP13906,66,69,60,63,61,61,380,63.33333333333333,Second Class
RP15307,62,65,68,66,68,62,391,65.16666666666666,Second Class
RP08643,54,56,58,51,50,51,320,53.333333333333336,Lower Class
RP08724,52,57,56,53,57,56,331,55.166666666666664,Lower Class
RP00345,23,20,29,36,13,16,137,22.833333333333332,Fail
RP06189,41,46,48,46,49,46,276,46.0,Pass Class
RP17242,77,78,87,100,76,77,495,82.5,First Class
RP11883,52,54,59,54,55,59,333,55.50000000000001,Lower Class
RP18278,93,78,92,71,90,89,513,85.5,First Class
RP12934,62,62,62,66,69,64,385,64.16666666666667,Second Class
RP03316,7,1,29,32,26,9,104,17.333333333333336,Fail
RP19388,80,72,95,90,87,100,524,87.33333333333333,First Class
RP05249,45,40,46,41,43,45,260,43.333333333333336,Pass Class
RP05382,47,49,48,47,48,42,281,46.833333333333336,Pass Class
RP13709,68,60,68,61,69,62,388,64.66666666666666,Second Class
RP00043,7,13,26,5,27,4,82,13.666666666666666,Fail
RP13304,61,67,68,61,61,63,381,63.5,Second Class
RP10260,58,58,52,56,56,50,330,55.00000000000001,Lower Class
RP00796,11,30,7,39,10,1,98,16.333333333333332,Fail
RP10027,51,56,54,51,50,52,314,52.33333333333333,Lower Class
RP14308,62,63,67,69,64,65,390,65.0,Second Class
RP02550,13,15,39,12,38,28,145,24.166666666666668,Fail
RP14625,63,62,66,68,62,64,385,64.16666666666667,Second Class
RP13611,68,69,62,62,69,65,395,65.83333333333333,Second Class
RP07531,42,40,41,44,41,40,248,41.333333333333336,Pass Class
RP17461,81,76,86,96,86,82,507,84.5,First Class
RP03101,11,31,34,14,4,9,103,17.166666666666668,Fail
RP16817,74,74,91,91,85,86,501,83.5,First Class
RP11249,54,53,57,57,51,59,331,55.166666666666664,Lower Class
RP13824,68,68,67,62,67,64,396,66.0,Second Class
RP00047,18,31,2,3,11,19,84,14.000000000000002,Fail
RP19829,70,90,71,94,95,85,505,84.16666666666667,First Class
RP19382,94,93,89,73,99,93,541,90.16666666666666,First Class
RP04308,41,49,45,41,41,42,259,43.166666666666664,Pass Class
RP16169,87,85,70,78,78,84,482,80.33333333333333,First Class
RP04230,40,42,41,41,47,46,257,42.833333333333336,Pass Class
RP04915,48,47,43,45,46,49,278,46.33333333333333,Pass Class
RP17628,76,89,81,89,86,93,514,85.66666666666667,First Class
RP15911,66,61,66,65,68,60,386,64.33333333333333,Second Class
RP09890,53,57,54,56,51,59,330,55.00000000000001,Lower Class
RP15133,66,65,68,61,60,65,385,64.16666666666667,Second Class
RP17813,93,98,80,71,80,76,498,83.0,First Class
RP08970,51,51,59,59,57,58,335,55.833333333333336,Lower Class
RP10463,54,57,57,57,57,54,336,56.00000000000001,Lower Class
RP16786,93,84,79,90,91,72,509,84.83333333333334,First Class
RP05894,41,45,41,49,43,44,263,43.833333333333336,Pass Class
RP05457,44,44,40,42,43,43,256,42.66666666666667,Pass Class
RP08301,55,52,53,50,57,50,317,52.83333333333333,Lower Class
RP12398,66,69,62,61,67,63,388,64.66666666666666,Second Class
RP02190,30,20,24,24,30,35,163,27.166666666666668,Fail
RP07918,41,41,44,49,45,44,264,44.0,Pass Class
RP14144,69,65,63,60,61,65,383,63.83333333333333,Second Class
RP02603,20,31,27,13,11,37,139,23.166666666666664,Fail
RP16671,87,94,73,99,84,73,510,85.0,First Class
RP09949,55,53,53,57,53,53,324,54.0,Lower Class
RP10276,52,57,51,53,56,58,327,54.50000000000001,Lower Class
RP13771,64,65,63,61,66,67,386,64.33333333333333,Second Class
RP14893,63,64,69,63,63,64,386,64.33333333333333,Second Class
RP11694,55,54,59,57,59,53,337,56.166666666666664,Lower Class
RP09124,57,59,53,55,53,50,327,54.50000000000001,Lower Class
RP04984,40,44,41,47,45,47,264,44.0,Pass Class
RP10181,57,56,58,54,59,57,341,56.833333333333336,Lower Class
RP15364,60,69,66,64,67,65,391,65.16666666666666,Second Class
RP12615,67,67,62,60,63,62,381,63.5,Second Class
RP07229,45,41,41,49,49,47,272,45.33333333333333,Pass Class
RP07884,41,42,47,40,47,45,262,43.666666666666664,Pass Class
RP13485,69,65,69,62,69,62,396,66.0,Second Class
RP19051,84,91,74,81,94,98,522,87.0,First Class
RP19035,94,72,87,98,81,91,523,87.16666666666667,First Class
RP17914,86,91,88,97,98,97,557,92.83333333333333,First Class
RP02504,1,23,5,24,28,21,102,17.0,Fail
RP19392,99,88,72,96,98,76,529,88.16666666666667,First Class
RP04631,45,49,45,48,44,48,279,46.5,Pass Class
RP01511,26,30,25,12,24,26,143,23.833333333333336,Fail
RP06286,41,44,46,45,49,49,274,45.666666666666664,Pass Class
RP15443,62,61,64,64,60,66,377,62.83333333333333,Second Class
RP18531,100,97,75,87,89,82,530,88.33333333333333,First Class
RP14836,61,64,69,61,61,62,378,63.0,Second Class
RP13302,69,67,61,61,65,62,385,64.16666666666667,Second Class
RP12755,66,66,68,61,69,67,397,66.16666666666666,Second Class
RP18744,86,94,73,93,88,87,521,86.83333333333333,First Class
RP19895,90,74,88,98,77,76,503,83.83333333333334,First Class
RP01902,38,30,26,21,3,16,134,22.333333333333332,Fail
RP00709,36,15,16,15,39,13,134,22.333333333333332,Fail
RP16125,77,86,71,77,92,98,501,83.5,First Class
RP05237,45,43,42,40,45,49,264,44.0,Pass Class
RP02496,2,31,15,10,33,0,91,15.166666666666668,Fail
RP00689,21,16,0,37,29,20,123,20.5,Fail
RP04451,42,47,48,48,47,47,279,46.5,Pass Class
RP03185,6,25,1,4,25,5,66,11.0,Fail
RP11488,59,59,50,59,54,58,339,56.49999999999999,Lower Class
RP13650,63,69,61,62,63,69,387,64.5,Second Class
RP10586,50,58,52,53,52,54,319,53.166666666666664,Lower Class
RP02572,10,9,8,10,30,1,68,11.333333333333332,Fail
RP12660,61,63,62,63,63,61,373,62.16666666666667,Second Class
RP07732,48,44,48,43,44,40,267,44.5,Pass Class
RP08510,56,55,59,52,57,52,331,55.166666666666664,Lower Class
RP10530,58,53,55,54,52,52,324,54.0,Lower Class
RP07150,41,46,47,47,45,45,271,45.166666666666664,Pass Class
RP17235,79,83,70,74,73,70,449,74.83333333333333,First Class
RP08181,58,52,50,54,51,54,319,53.166666666666664,Lower Class
RP19134,81,90,88,89,75,97,520,86.66666666666667,First Class
RP11774,57,52,57,53,59,59,337,56.166666666666664,Lower Class
RP04337,43,47,46,43,48,44,271,45.166666666666664,Pass Class
RP01431,7,3,10,2,7,2,31,5.166666666666667,Fail
RP11616,52,57,52,58,57,55,331,55.166666666666664,Lower Class
RP16172,86,94,80,92,88,96,536,89.33333333333333,First Class
RP05538,40,43,43,41,46,46,259,43.166666666666664,Pass Class
RP16827,88,99,98,94,98,84,561,93.5,First Class
RP07232,42,48,42,44,44,47,267,44.5,Pass Class
RP19236,95,91,71,94,72,81,504,84.0,First Class
RP02271,30,6,25,11,3,13,88,14.666666666666666,Fail
RP05901,40,47,48,49,43,42,269,44.83333333333333,Pass Class
RP03508,25,29,6,0,29,19,108,18.0,Fail
RP16886,91,76,83,88,88,72,498,83.0,First Class
RP18146,97,95,100,99,85,70,546,91.0,First Class
RP14160,65,67,65,69,68,60,394,65.66666666666666,Second Class
RP14094,65,60,61,66,66,66,384,64.0,Second Class
RP13584,63,69,64,65,68,67,396,66.0,Second Class
RP03172,0,32,18,7,21,37,115,19.166666666666668,Fail
RP03887,26,5,15,39,35,30,150,25.0,Fail
RP10329,57,57,59,50,55,55,333,55.50000000000001,Lower Class
RP18297,75,90,95,75,75,88,498,83.0,First Class
RP04756,49,46,49,48,42,48,282,47.0,Pass Class
RP18356,98,81,75,90,100,84,528,88.0,First Class
RP12506,60,66,64,69,64,65,388,64.66666666666666,Second Class
RP10245,59,51,50,52,54,51,317,52.83333333333333,Lower Class
RP09735,55,56,55,53,55,57,331,55.166666666666664,Lower Class
RP07366,40,45,45,42,44,49,265,44.166666666666664,Pass Class
RP12494,69,67,65,63,66,60,390,65.0,Second Class
RP16556,97,88,88,91,75,73,512,85.33333333333334,First Class
RP05785,43,45,42,41,49,46,266,44.333333333333336,Pass Class
RP17294,75,85,82,73,75,85,475,79.16666666666666,First Class
RP13100,65,69,68,69,67,62,400,66.66666666666666,Second Class
RP09381,53,51,57,53,56,56,326,54.333333333333336,Lower Class
RP12400,64,69,65,68,68,68,402,67.0,Second Class
RP14887,61,62,67,69,60,64,383,63.83333333333333,Second Class
RP12860,68,60,65,66,68,67,394,65.66666666666666,Second Class
RP14797,66,69,69,60,69,61,394,65.66666666666666,Second Class
RP05599,48,46,48,45,45,45,277,46.166666666666664,Pass Class
RP09053,58,57,57,51,51,58,332,55.333333333333336,Lower Class
RP15325,64,63,69,68,66,67,397,66.16666666666666,Second Class
RP08953,54,52,56,52,54,59,327,54.50000000000001,Lower Class
RP05801,42,48,43,47,40,44,264,44.0,Pass Class
RP06085,41,45,46,42,48,48,270,45.0,Pass Class
RP18020,92,86,87,81,100,75,521,86.83333333333333,First Class
RP15343,67,63,69,67,62,68,396,66.0,Second Class
RP19001,98,91,99,98,70,74,530,88.33333333333333,First Class
RP16533,92,76,86,91,75,93,513,85.5,First Class
RP07878,44,47,46,49,46,42,274,45.666666666666664,Pass Class
RP02278,23,24,4,10,31,38,130,21.666666666666668,Fail
RP06429,40,42,47,48,44,46,267,44.5,Pass Class
RP08247,52,55,57,52,58,55,329,54.833333333333336,Lower Class
RP17623,85,94,100,77,89,93,538,89.66666666666666,First Class
RP04372,49,40,45,41,44,48,267,44.5,Pass Class
RP06960,45,49,42,47,49,42,274,45.666666666666664,Pass Class
RP09566,58,56,56,53,57,58,338,56.333333333333336,Lower Class
RP07090,46,43,43,49,49,42,272,45.33333333333333,Pass Class
RP09902,59,55,58,56,59,55,342,56.99999999999999,Lower Class
RP06830,45,42,45,45,49,45,271,45.166666666666664,Pass Class
RP01163,8,27,12,29,31,8,115,19.166666666666668,Fail
RP02865,15,34,14,18,8,3,92,15.333333333333332,Fail
RP17035,95,70,87,94,92,73,511,85.16666666666667,First Class
RP09619,52,54,53,53,51,54,317,52.83333333333333,Lower Class
RP13161,65,69,64,69,65,67,399,66.5,Second Class
RP07553,42,40,44,43,43,45,257,42.833333333333336,Pass Class
RP07748,48,43,43,47,44,47,272,45.33333333333333,Pass Class
RP13541,66,65,60,67,61,64,383,63.83333333333333,Second Class
RP14813,62,61,68,62,62,68,383,63.83333333333333,Second Class
RP10203,51,55,51,56,52,52,317,52.83333333333333,Lower Class
RP11061,55,51,56,51,52,51,316,52.666666666666664,Lower Class
RP15324,60,65,61,64,69,69,388,64.66666666666666,Second Class
RP18452,100,75,87,81,92,90,525,87.5,First Class
RP06988,41,42,42,45,46,41,257,42.833333333333336,Pass Class
RP18875,97,99,76,90,82,78,522,87.0,First Class
RP01356,5,31,26,11,29,27,129,21.5,Fail
RP13909,68,63,67,62,63,66,389,64.83333333333333,Second Class
RP08817,55,54,56,58,54,55,332,55.333333333333336,Lower Class
RP07168,45,44,41,46,44,47,267,44.5,Pass Class
RP18464,79,99,71,90,85,80,504,84.0,First Class
RP08311,59,59,50,54,53,50,325,54.166666666666664,Lower Class
RP08350,54,53,51,58,54,56,326,54.333333333333336,Lower Class
RP16612,95,83,99,74,90,92,533,88.83333333333333,First Class
RP12789,66,60,61,66,68,68,389,64.83333333333333,Second Class
RP09003,57,52,57,54,57,56,333,55.50000000000001,Lower Class
RP03902,38,20,1,4,29,17,109,18.166666666666668,Fail
RP10766,59,50,53,55,55,52,324,54.0,Lower Class
RP05815,46,46,48,47,48,48,283,47.16666666666667,Pass Class
RP06221,41,45,47,40,42,45,260,43.333333333333336,Pass Class
RP00564,34,15,33,31,38,36,187,31.166666666666664,Fail
RP07299,46,49,42,47,40,42,266,44.333333333333336,Pass Class
RP16067,89,90,70,81,92,88,510,85.0,First Class
RP12592,67,62,69,69,62,62,391,65.16666666666666,Second Class
RP12390,61,68,67,63,66,62,387,64.5,Second Class
RP13583,67,60,63,66,60,65,381,63.5,Second Class
RP02560,22,38,8,36,20,38,162,27.0,Fail
RP07200,45,44,45,45,40,48,267,44.5,Pass Class
RP11597,59,51,50,55,56,52,323,53.833333333333336,Lower Class
RP00827,6,14,36,37,15,20,128,21.333333333333336,Fail
RP05946,49,48,45,40,45,44,271,45.166666666666664,Pass Class
RP08824,59,56,56,51,57,59,338,56.333333333333336,Lower Class
RP16009,100,91,85,99,95,88,558,93.0,First Class
RP11542,51,54,59,53,53,54,324,54.0,Lower Class
RP14812,69,61,64,60,61,69,384,64.0,Second Class
RP00291,17,29,18,0,8,39,111,18.5,Fail
RP04769,43,49,45,44,47,42,270,45.0,Pass Class
RP06673,48,44,44,43,42,47,268,44.666666666666664,Pass Class
RP05655,47,43,44,48,47,45,274,45.666666666666664,Pass Class
RP03927,28,14,1,37,30,1,111,18.5,Fail
RP11627,53,54,59,56,50,57,329,54.833333333333336,Lower Class
RP07223,46,45,44,47,47,42,271,45.166666666666664,Pass Class
RP16090,79,71,75,92,87,80,484,80.66666666666666,First Class
RP02899,4,31,23,19,8,5,90,15.0,Fail
RP13617,65,61,65,67,68,65,391,65.16666666666666,Second Class
RP07584,49,42,44,48,42,46,271,45.166666666666664,Pass Class
RP14458,66,67,67,60,62,66,388,64.66666666666666,Second Class
RP00641,34,19,22,12,36,19,142,23.666666666666668,Fail
RP12832,66,65,61,60,62,64,378,63.0,Second Class
RP16723,82,72,87,70,73,86,470,78.33333333333333,First Class
RP19896,88,81,94,74,94,95,526,87.66666666666667,First Class
RP12746,62,66,66,69,62,61,386,64.33333333333333,Second Class
RP00483,14,36,10,21,26,25,132,22.0,Fail
RP06092,44,43,49,42,44,42,264,44.0,Pass Class
RP07291,40,47,41,49,47,43,267,44.5,Pass Class
RP12953,65,66,66,61,64,67,389,64.83333333333333,Second Class
RP17595,80,74,79,85,100,82,500,83.33333333333334,First Class
RP10129,50,59,52,59,50,59,329,54.833333333333336,Lower Class
RP19471,82,98,100,83,100,78,541,90.16666666666666,First Class
RP19836,80,96,93,92,81,89,531,88.5,First Class
RP03979,33,35,15,25,6,35,149,24.833333333333332,Fail
RP06422,45,43,42,40,45,49,264,44.0,Pass Class
RP03376,9,12,11,0,4,38,74,12.333333333333334,Fail
RP13610,64,69,63,65,63,67,391,65.16666666666666,Second Class
RP16925,83,89,76,87,91,84,510,85.0,First Class
RP04780,45,48,49,43,49,44,278,46.33333333333333,Pass Class
RP06933,47,47,43,41,43,45,266,44.333333333333336,Pass Class
RP17687,81,73,93,98,72,72,489,81.5,First Class
RP17026,95,98,71,91,97,95,547,91.16666666666666,First Class
RP02623,12,0,36,7,33,23,111,18.5,Fail
RP11929,53,59,54,59,58,57,340,56.666666666666664,Lower Class
RP18086,87,91,76,90,75,78,497,82.83333333333334,First Class
RP18731,96,98,97,71,74,99,535,89.16666666666667,First Class
RP04581,49,45,46,45,45,46,276,46.0,Pass Class
RP15096,64,60,65,68,62,63,382,63.66666666666667,Second Class
RP12316,60,65,60,65,60,60,370,61.66666666666667,Second Class
RP12472,60,66,60,69,62,67,384,64.0,Second Class
RP09203,55,52,57,52,59,51,326,54.333333333333336,Lower Class
RP16205,89,92,82,95,78,94,530,88.33333333333333,First Class
RP06464,40,43,42,43,44,41,253,42.16666666666667,Pass Class
RP11711,53,53,59,57,57,51,330,55.00000000000001,Lower Class
RP01154,3,31,10,18,18,31,111,18.5,Fail
RP16497,83,95,86,72,95,77,508,84.66666666666667,First Class
RP09927,50,54,55,50,59,57,325,54.166666666666664,Lower Class
RP17966,79,89,90,94,78,99,529,88.16666666666667,First Class
RP16970,87,75,72,88,77,71,470,78.33333333333333,First Class
RP16829,99,81,71,73,71,77,472,78.66666666666666,First Class
RP11904,50,53,58,58,56,50,325,54.166666666666664,Lower Class
RP09202,57,53,55,57,55,50,327,54.50000000000001,Lower Class
RP17671,84,97,100,87,91,84,543,90.5,First Class
RP05636,43,41,42,44,49,48,267,44.5,Pass Class
RP04881,48,46,41,47,44,46,272,45.33333333333333,Pass Class
RP14659,65,65,64,68,63,67,392,65.33333333333333,Second Class
RP04025,45,43,48,40,40,45,261,43.5,Pass Class
RP07201,48,43,47,43,40,48,269,44.83333333333333,Pass Class
RP08188,52,52,54,56,58,58,330,55.00000000000001,Lower Class
RP04511,41,47,44,40,43,42,257,42.833333333333336,Pass Class
RP04073,47,44,44,43,43,49,270,45.0,Pass Class
RP11025,52,56,59,59,51,59,336,56.00000000000001,Lower Class
RP18865,90,89,82,94,91,74,520,86.66666666666667,First Class
RP17225,81,85,88,72,88,87,501,83.5,First Class
RP19661,73,71,86,95,76,94,495,82.5,First Class
RP17064,85,72,95,71,94,97,514,85.66666666666667,First Class
RP00853,39,1,9,10,10,18,87,14.499999999999998,Fail
RP00468,39,2,6,38,11,12,108,18.0,Fail
RP06663,44,47,47,46,44,45,273,45.5,Pass Class
RP12326,68,64,66,62,67,60,387,64.5,Second Class
RP16819,79,80,82,76,80,80,477,79.5,First Class
RP10498,59,58,50,59,58,53,337,56.166666666666664,Lower Class
RP16755,74,70,79,94,93,79,489,81.5,First Class
RP19972,91,71,98,99,91,77,527,87.83333333333333,First Class
RP11496,54,50,58,53,51,55,321,53.5,Lower Class
RP10733,58,55,55,56,56,54,334,55.666666666666664,Lower Class
RP00737,18,6,28,4,28,39,123,20.5,Fail
RP08137,52,58,52,58,50,56,326,54.333333333333336,Lower Class
RP11124,54,50,57,55,53,53,322,53.666666666666664,Lower Class
RP11794,53,50,51,54,50,51,309,51.5,Lower Class
RP12091,61,68,65,65,63,69,391,65.16666666666666,Second Class
RP11508,58,59,52,51,58,58,336,56.00000000000001,Lower Class
RP00451,35,31,8,33,2,11,120,20.0,Fail
RP10947,58,54,56,57,58,57,340,56.666666666666664,Lower Class
RP07015,48,48,44,41,42,47,270,45.0,Pass Class
RP02458,1,33,34,21,2,32,123,20.5,Fail
RP06864,47,40,41,44,43,43,258,43.0,Pass Class
RP15425,68,68,68,63,60,69,396,66.0,Second Class
RP17991,95,86,85,75,77,71,489,81.5,First Class
RP02393,14,4,35,38,39,36,166,27.666666666666668,Fail
RP15781,61,61,67,67,64,68,388,64.66666666666666,Second Class
RP08723,56,59,57,55,51,58,336,56.00000000000001,Lower Class
RP12093,61,65,64,63,60,68,381,63.5,Second Class
RP04837,46,46,48,49,43,49,281,46.833333333333336,Pass Class
RP01145,36,39,17,9,29,3,133,22.166666666666668,Fail
RP14554,69,60,68,62,63,63,385,64.16666666666667,Second Class
RP19965,90,74,90,79,95,97,525,87.5,First Class
RP05413,43,48,44,44,41,41,261,43.5,Pass Class
RP11184,53,59,52,56,55,56,331,55.166666666666664,Lower Class
RP02134,21,32,35,6,12,8,114,19.0,Fail
RP02938,15,39,13,23,0,38,128,21.333333333333336,Fail
RP13625,69,66,68,68,67,65,403,67.16666666666666,Second Class
RP13867,66,63,66,60,64,63,382,63.66666666666667,Second Class
RP12234,68,66,64,69,62,63,392,65.33333333333333,Second Class
RP00042,30,16,31,1,7,19,104,17.333333333333336,Fail
RP03283,39,33,19,15,15,15,136,22.666666666666664,Fail
RP12690,63,66,62,61,64,69,385,64.16666666666667,Second Class
RP13307,63,66,63,65,63,68,388,64.66666666666666,Second Class
RP11231,53,54,50,53,54,57,321,53.5,Lower Class
RP01867,7,22,20,18,39,21,127,21.166666666666668,Fail
RP14429,61,69,67,66,69,61,393,65.5,Second Class
RP02451,3,1,24,6,22,38,94,15.666666666666668,Fail
RP03071,0,37,30,15,28,5,115,19.166666666666668,Fail
RP10506,58,52,56,54,52,54,326,54.333333333333336,Lower Class
RP13699,67,64,65,64,65,67,392,65.33333333333333,Second Class
RP01124,14,17,0,35,21,1,88,14.666666666666666,Fail
RP02335,20,23,7,21,0,35,106,17.666666666666668,Fail
RP19015,81,98,82,98,83,87,529,88.16666666666667,First Class
RP13133,60,66,68,68,67,69,398,66.33333333333333,Second Class
RP19002,73,80,82,80,74,73,462,77.0,First Class
RP15567,61,60,61,62,62,64,370,61.66666666666667,Second Class
RP02409,20,26,28,4,29,1,108,18.0,Fail
RP17818,79,89,71,92,95,77,503,83.83333333333334,First Class
RP09459,58,54,53,53,56,56,330,55.00000000000001,Lower Class
RP14218,66,69,68,64,68,69,404,67.33333333333333,Second Class
RP01348,20,30,27,5,26,36,144,24.0,Fail
RP05926,40,42,42,45,42,43,254,42.333333333333336,Pass Class
RP08356,53,55,53,54,56,51,322,53.666666666666664,Lower Class
RP05344,40,44,41,49,43,48,265,44.166666666666664,Pass Class
RP09049,50,59,52,53,54,59,327,54.50000000000001,Lower Class
RP03888,0,16,2,12,34,15,79,13.166666666666666,Fail
RP05333,46,49,49,43,42,47,276,46.0,Pass Class
RP19476,87,100,88,74,89,91,529,88.16666666666667,First Class
RP17695,75,85,70,98,83,80,491,81.83333333333334,First Class
RP19333,79,88,86,74,86,78,491,81.83333333333334,First Class
RP00036,10,28,31,17,29,10,125,20.833333333333336,Fail
RP07480,48,41,42,40,48,44,263,43.833333333333336,Pass Class
RP18391,89,70,93,92,99,82,525,87.5,First Class
RP10205,57,59,51,54,50,52,323,53.833333333333336,Lower Class
RP06602,49,46,47,40,49,47,278,46.33333333333333,Pass Class
RP19738,90,74,80,100,71,79,494,82.33333333333334,First Class
RP05837,42,47,47,40,49,48,273,45.5,Pass Class
RP02316,30,30,34,28,36,28,186,31.0,Fail
RP14967,60,68,67,68,61,63,387,64.5,Second Class
RP02700,33,21,13,18,9,37,131,21.833333333333332,Fail
RP00622,4,21,13,25,28,34,125,20.833333333333336,Fail
RP01979,3,10,9,22,0,9,53,8.833333333333334,Fail
RP15012,60,61,68,67,64,60,380,63.33333333333333,Second Class
RP00324,38,8,6,10,34,1,97,16.166666666666664,Fail
RP08731,54,54,56,58,57,54,333,55.50000000000001,Lower Class
RP12741,62,69,64,66,66,65,392,65.33333333333333,Second Class
RP02309,22,13,8,6,13,10,72,12.0,Fail
RP03487,36,15,30,25,37,38,181,30.166666666666668,Fail
RP13012,62,64,63,69,60,60,378,63.0,Second Class
